date,Nuclear,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
2023-09-04T00:00+02:00,0,2634.3,4710.9,8399.1,1725.6,400.7,4900.3,17.9,232.3,586,46.2,1422.4,742,3745.4,0,39758.9
2023-09-04T00:15+02:00,0,2637.1,4710.2,8345.6,1728.9,400.7,4879.3,17.9,205.8,571.6,46.2,1422,724.1,3803.3,0,39305.6
2023-09-04T00:30+02:00,0,2643.2,4711.5,8348.6,1729.7,400.7,4872.5,17.9,98.8,298.1,46.2,1428.5,744.3,3764.7,0,38801.3
2023-09-04T00:45+02:00,0,2650.9,4666,8316.1,1718.2,400.7,4872.5,17.9,124.5,149.9,46.2,1431.4,794.6,3870.9,0,38390.3
2023-09-04T01:00+02:00,0,2655.7,4655.5,8086.6,1690.9,400.7,4815.3,17.9,89.3,188.1,46.2,1415.6,870.6,3946.1,0,37839.4
2023-09-04T01:15+02:00,0,2658.6,4639.2,7866.6,1558.9,400.7,4794.7,17.9,42.5,141.2,46.2,1408.1,910.3,4054.3,0,37568.4
2023-09-04T01:30+02:00,0,2660.9,4644.3,7811.9,1427.9,401.9,4827.1,17.9,33.8,84.3,46.2,1419.4,918.9,4111.9,0,37045.8
2023-09-04T01:45+02:00,0,2666.1,4617.8,7756.2,1276.2,401,4806.3,17.9,37.1,66.7,46.2,1425.2,1006.8,4173.5,0,36728.3
2023-09-04T02:00+02:00,0,2662.8,4590,7436.8,1275.8,400.7,4597.7,17.9,70,132.1,46.2,1419.8,1003.5,4183.4,0,37030.9
2023-09-04T02:15+02:00,0,2660.2,4580.2,7360.7,1275.3,400.7,4530.8,17.9,68.5,133.8,46.2,1420,984,4178.8,0,36689.7
2023-09-04T02:30+02:00,0,2654,4578.7,7377.4,1284.5,400.7,4536.2,17.9,45.4,113.1,46.2,1426.9,1018.9,4174.6,0,36646.8
2023-09-04T02:45+02:00,0,2642.9,4525.3,7388,1408,400.7,4603.5,17.9,56.1,109.6,46.2,1417.9,981.9,4194.3,0,36492.2
2023-09-04T03:00+02:00,0,2632.8,4513.7,7662.9,1507.9,400.7,4670.1,17.9,49.9,52.8,46.2,1406.8,892.7,4337.3,0,36241.7
2023-09-04T03:15+02:00,0,2618.2,4500.5,7676.3,1525.7,400.7,4683.8,17.9,63.1,11.3,46.2,1409.2,817.4,4486,0,36420.5
2023-09-04T03:30+02:00,0,2606.4,4498,7687.1,1523.7,400.7,4697.5,17.9,50.9,0.9,46.2,1426.4,778,4575.7,0,36328.7
2023-09-04T03:45+02:00,0,2598.5,4484.4,7679.5,1567.5,400.7,4693,17.9,42,1.7,46.2,1425.7,769.4,4586.9,0,36666.7
2023-09-04T04:00+02:00,0,2587.4,4475,7603.5,1616.1,400.7,4677.8,17.9,41.4,7.2,46.2,1432.2,757.8,4550.9,0,37144.9
2023-09-04T04:15+02:00,0,2584.3,4465.9,7715.4,1623.8,400.7,4672.8,17.9,45.9,2.6,46.2,1427,706.5,4588.6,0,37556
2023-09-04T04:30+02:00,0,2580,4463,7731.8,1664.5,400.7,4654.6,17.9,67.8,61,46.3,1419.2,696.5,4586.3,0,38058
2023-09-04T04:45+02:00,0,2577.5,4432,7714.4,1858.9,400.7,4673.4,17.9,68.9,13.7,46.4,1429,701.9,4576.9,0,38150.1
2023-09-04T05:00+02:00,0,2574.3,4419.2,8046.9,2067.9,400.7,4904.2,17.9,77.5,5.9,46.3,1423.4,673.8,4550.5,0,39484.3
2023-09-04T05:15+02:00,0,2574.4,4417.7,8210.7,2195.3,400.7,5050.1,17.9,43.9,15.9,46.2,1417.2,640.8,4563.3,0,40309.4
2023-09-04T05:30+02:00,0,2576.5,4426.4,8282.7,2254.9,400.7,5260.9,17.9,144.4,214.2,46.2,1412.9,631.4,4543.3,0,41691
2023-09-04T05:45+02:00,0,2576.8,4428.3,8342.7,2319.2,400.7,5427.1,17.9,225.6,494.6,46.2,1399.4,663.5,4595.1,0,43180.5
2023-09-04T06:00+02:00,0,2579.8,4454.3,8302.2,2414.5,400.7,5705,17.9,123.4,687,46.2,1411.5,672.3,4594.1,2.6,45941.5
2023-09-04T06:15+02:00,0,2577,4450.9,8350.1,2587.5,400.7,5825.6,17.9,194.1,1219,46.2,1427.6,678.5,4624.6,12.8,47416.9
2023-09-04T06:30+02:00,0,2578.7,4452.9,8368.2,2795,400.7,5906,17.9,327.4,1670.8,46.3,1438.8,661.1,4713,79.3,48751.7
2023-09-04T06:45+02:00,0,2580.2,4464.4,8352.1,2840.9,422.5,5942.5,17.9,333.3,1995.3,46.4,1427.5,630.5,4901,345,49552.4
2023-09-04T07:00+02:00,0,2589.9,4480.9,8334.4,2892.5,432.7,5928,17.9,377.7,2819.9,46.4,1433.8,607,4898.2,1201.1,51051.9
2023-09-04T07:15+02:00,0,2584.3,4473.5,8325,2915.6,407.6,5950.3,17.9,352.8,2923.1,46.3,1441.1,596.5,4761.2,2379.5,52116.3
2023-09-04T07:30+02:00,0,2587,4476.2,8327.4,2929.7,400.7,5960.6,17.9,280.6,2796.5,46.3,1431.9,593.9,4713.5,3924.7,53128.6
2023-09-04T07:45+02:00,0,2570.5,4494.3,8297.1,2891.9,400.7,5952.5,17.9,175.3,2558.4,46.4,1429,573.3,4748.4,5848.7,54091.5
2023-09-04T08:00+02:00,0,2555,4512.2,8221.1,2822.2,400.7,5943.2,17.9,179.2,2831.9,46.3,1433.3,545.1,4797.8,7973.6,54924.9
2023-09-04T08:15+02:00,0,2562.2,4519.8,8175.2,2717.1,402.4,5909.6,17.9,183.9,1848.4,46.3,1424,539.7,4639.7,10263.5,56391.4
2023-09-04T08:30+02:00,0,2568.1,4530.2,8181.7,2578.9,403.8,5770.3,17.9,96.2,1174.1,46.3,1434,489,4357.5,12723.5,57756.4
2023-09-04T08:45+02:00,0,2559,4567.2,8226,2328.5,407.3,5622.4,17.9,227.9,370.2,46.2,1429.8,433.8,3958.7,15281.3,57992.8
2023-09-04T09:00+02:00,0,2559.7,4544.5,8233.4,2262.1,405.9,5254.9,17.9,351.9,961.8,46.2,1415.6,442.4,3509.9,17902.7,57939
2023-09-04T09:15+02:00,0,2561.9,4549,8156.3,2132.4,405.3,5121.4,17.9,202.8,424.8,46.3,1413.8,489.1,2999.7,20384.8,58162.3
2023-09-04T09:30+02:00,0,2585.8,4550.7,8104.8,1988.9,406.1,4855.2,17.9,90.4,399.9,46.3,1416.4,497.9,2627,22757.4,58878
2023-09-04T09:45+02:00,0,2595.3,4568.9,7794.1,1845.5,408.4,4454.8,17.9,174.2,160.7,46.2,1414.2,465.6,2373.1,25060,59140.1
2023-09-04T10:00+02:00,0,2593.6,4570.3,7364.1,1735.9,408.4,3903.5,17.9,303.9,501.2,46.2,1382.5,481.9,2210,27203.9,59229.9
2023-09-04T10:15+02:00,0,2607.7,4575.3,7052.3,1731,413.1,3846.6,17.9,114.2,195.8,46.2,1412.5,522,2196.2,29227.9,59455.8
2023-09-04T10:30+02:00,0,2600.3,4583.7,6862.2,1682.3,428.1,3780.8,17.9,81.9,60.6,46.2,1397.7,564.2,2238.6,31075.1,59839.2
2023-09-04T10:45+02:00,0,2555.5,4598.5,6670.2,1618.4,420.9,3627,17.9,76.5,13.2,46.2,1377.5,574.7,2309.8,32582,60085.5
2023-09-04T11:00+02:00,0,2560.7,4604.5,6528.2,1582.7,423.6,3348.1,17.9,145,248.9,46.2,1389.6,519.1,2440.5,33932.5,60254.3
2023-09-04T11:15+02:00,0,2515.1,4614.8,6370.3,1584,425.4,3265.9,17.9,68.4,59.6,46.2,1402.3,495.7,2550,35148.6,60351.2
2023-09-04T11:30+02:00,0,2483.3,4621.9,6320.5,1579.7,425.4,3264,17.9,53.1,11.1,46.3,1407.6,485.3,2645.1,36173.8,60431.7
2023-09-04T11:45+02:00,0,2490.5,4612.8,5905.9,1577.8,425.7,3253.6,17.9,47.9,0.3,46.4,1405.3,471.1,2660.2,37116.8,60398.6
2023-09-04T12:00+02:00,0,2490,4618.9,5593,1599.9,426.9,3216.7,17.9,111.7,0.2,46.4,1405.3,453.4,2660.4,37945.7,59565.4
2023-09-04T12:15+02:00,0,2490.6,4615,5509.2,1599.5,426.3,3213.3,17.9,47.7,0.2,46.4,1407.4,450.9,2576.6,38586.7,59581.6
2023-09-04T12:30+02:00,0,2484.6,4626.5,5318.3,1605.4,426.6,3262.5,17.9,76,0.2,46.4,1406.7,441.7,2535.6,38960.5,59753.8
2023-09-04T12:45+02:00,0,2458.6,4578.1,5136.7,1606.2,426.9,3282.1,17.9,58.3,0.2,46.4,1411.1,409.4,2466.7,39263.1,59811.4
2023-09-04T13:00+02:00,0,2451.4,4571.3,5036.1,1594.4,426.9,3303.8,17.9,79.3,0.2,47.6,1410,364,2400.7,39360.6,59388
2023-09-04T13:15+02:00,0,2454.9,4570.2,5008.3,1585.4,426.9,3284.4,17.9,54.4,0.2,47.5,1399.6,345.6,2381.6,39259.1,58813.3
2023-09-04T13:30+02:00,0,2478.3,4572.9,4977.4,1582.1,426.9,3308.1,17.9,29.2,0.2,47.5,1376.6,324.5,2381.2,38958.3,58411.9
2023-09-04T13:45+02:00,0,2473.3,4531.6,4990.5,1587.3,426.9,3295.5,17.9,29.3,2.1,47.5,1367.9,324.2,2375.8,38640.1,57596.8
2023-09-04T14:00+02:00,0,2471.7,4525.3,5120.9,1584,426.5,3297,17.9,28.2,0.2,47.5,1398.2,330.9,2338.5,38154.8,57732.4
2023-09-04T14:15+02:00,0,2506.3,4524.8,5127.5,1594.1,426.5,3307,17.9,28.6,0.2,47.5,1409.4,326.4,2404,37496.8,57344.1
2023-09-04T14:30+02:00,0,2539.2,4531.9,5142,1594.4,426.9,3320.7,17.9,29.2,1.2,47.5,1402.7,313.3,2432.4,36618.4,57099.5
2023-09-04T14:45+02:00,0,2533.6,4487.6,5148.3,1599.4,427.9,3316.6,17.9,31.6,14.8,47.5,1386.5,290.4,2494.5,35718,57016.3
2023-09-04T15:00+02:00,0,2541,4506.5,5530.1,1615.6,427.7,3334.9,17.9,29,9.9,47.5,1389.2,293.8,2472,34676.1,56981.7
2023-09-04T15:15+02:00,0,2530.9,4495.4,5816.7,1629.4,428.4,3384.2,17.9,65.7,21.3,47.5,1402.4,281.2,2469.8,33471.1,56734.1
2023-09-04T15:30+02:00,0,2517.8,4482.8,5949.9,1673.4,428.4,3540.7,17.9,87.7,25.9,47.5,1397.8,284,2523.7,32005.5,56056.4
2023-09-04T15:45+02:00,0,2503.3,4451.9,6042.7,1850.9,428.4,3595.8,17.9,86.7,63.8,47.5,1389.8,278.2,2554.7,30511,55677.5
2023-09-04T16:00+02:00,0,2490.2,4447.8,6235,1871.7,428.4,3998,17.9,26.4,8.9,46.3,1388.3,311,2578.8,28698.9,55372.6
2023-09-04T16:15+02:00,0,2479.6,4446.8,6525.4,1927.8,428.4,4172.5,17.9,24.4,9.7,46.3,1354.4,388.9,2599.3,26862.6,55239.8
2023-09-04T16:30+02:00,0,2475.8,4445,6808.8,1995.1,428.4,4627,17.9,86.7,151.4,46.3,1353.7,424.7,2624.7,24851.8,55202.7
2023-09-04T16:45+02:00,0,2473,4448.1,7175.3,2249.3,429.2,5152.6,17.9,110,211,46.3,1355.8,452.8,2655.2,22672.6,55194.1
2023-09-04T17:00+02:00,0,2460.8,4448.3,7568.7,2394.7,428.9,5692.9,17.9,60.4,50.5,46.3,1385.7,443.1,2685.3,20371.2,55419.6
2023-09-04T17:15+02:00,0,2443.7,4437.5,8067.3,2612.4,427.8,5963.8,17.9,119.4,102.6,46.3,1406.9,395.6,2751.6,17880.7,55697.3
2023-09-04T17:30+02:00,0,2421.7,4451.9,8489.8,2917.1,426.9,6443.1,17.9,165,569.8,46.3,1409.5,378.7,2735.2,15349.6,56023.9
2023-09-04T17:45+02:00,0,2402.8,4461.7,8745.9,3115.5,426.1,7080,17.9,207.3,1173.6,46.3,1405.7,378.2,2768.2,12833.5,56169.2
2023-09-04T18:00+02:00,0,2384.9,4490.9,8868.3,3314.3,426.9,7973.9,17.9,81.5,770.3,46.3,1405.6,428.3,2808.4,10341.8,56547.6
2023-09-04T18:15+02:00,0,2367.9,4501.4,9016.8,3469.4,426.9,8383.2,17.9,153.5,1183.8,46.3,1406.3,378.9,2885.7,7905.9,56505.5
2023-09-04T18:30+02:00,0,2350.8,4510.5,9100.4,3584.3,426.9,8511.7,17.9,235.1,2514.8,46.3,1410.1,346.6,3025.3,5676.3,55995.6
2023-09-04T18:45+02:00,0,2339.2,4529.4,9162.6,3625.9,426.9,8615.6,17.9,284.5,3216.9,46.3,1405.1,351.8,3294.5,3761.1,55697.8
2023-09-04T19:00+02:00,0,2332.4,4540.4,9205.2,3637.2,428.9,9038.5,17.9,288,3161.3,46.3,1418.8,347.6,3595.1,2276.2,55653.9
2023-09-04T19:15+02:00,0,2338.2,4555.5,9338.6,3638.9,466.2,9204.8,17.9,267.2,3210.2,46.3,1413.2,385.1,4072,1220.6,55382.5
2023-09-04T19:30+02:00,0,2340.2,4550.1,9411.6,3648.6,499.2,9288,17.9,203.3,3155.2,46.3,1409.9,426.4,4659.2,460.2,54969.9
2023-09-04T19:45+02:00,0,2351.8,4575,9472.4,3643.1,520,9284.8,17.9,227.3,3057.1,46.3,1399.4,459.8,5371.8,105.1,54494.3
2023-09-04T20:00+02:00,0,2360.8,4586,9517.1,3658.5,471.6,9163.9,17.9,218.3,3048.2,45.2,1384.7,454.5,5870.6,13.1,54565.9
2023-09-04T20:15+02:00,0,2375.3,4579.8,9490.9,3655,427.5,8796.7,17.9,215.7,2885.7,45.4,1410.1,438.3,6321.7,0.6,54319.7
2023-09-04T20:30+02:00,0,2389.6,4600,9529.8,3644.5,426.9,8697.4,17.9,259.5,2637.7,45.6,1416.8,435,6971.6,0,54437
2023-09-04T20:45+02:00,0,2402.4,4627.6,9573.4,3603.7,426.9,8539.2,17.9,210.6,1768.7,45.7,1424.5,523.8,7609.6,0,53874
2023-09-04T21:00+02:00,0,2399.7,4622.4,9582.3,3521.1,426.9,8437.6,17.9,249.2,2377,45.7,1425,548.2,8221.3,0,52998
2023-09-04T21:15+02:00,0,2402.6,4620.3,9542.1,3443.3,426.9,8230.5,17.9,263.5,1597.1,45.3,1421.3,554.7,8809.1,0,52038
2023-09-04T21:30+02:00,0,2402.1,4634.2,9466.3,3292.2,426.9,7647.7,17.9,197.9,1185,45.1,1421.7,582.8,9280.3,0,51287.6
2023-09-04T21:45+02:00,0,2414.7,4656.1,9433.3,3248.4,426.9,7248.8,17.9,188.3,648.5,45.1,1417.4,597.5,9719.7,0,50300.8
2023-09-04T22:00+02:00,0,2419.3,4647.6,9402.8,3087.1,426.9,7047.3,17.9,264.9,607.1,45.1,1420.4,627.7,9937.3,0,49870.6
2023-09-04T22:15+02:00,0,2442.3,4649.7,9252.1,3007.3,426.9,6765,17.9,100.4,233.9,45.1,1423.2,613.2,10466.1,0,49175.4
2023-09-04T22:30+02:00,0,2456.1,4644.8,9062.8,2823.4,426.9,6373.7,17.9,109.1,83.3,45.9,1414.1,587.4,10940.6,0,48111.1
2023-09-04T22:45+02:00,0,2462.8,4650.1,8605.5,2699.5,426.9,6182.7,17.9,91.2,45.2,45.9,1416.7,577.5,11431.9,0,47408.4
2023-09-04T23:00+02:00,0,2472.6,4656.5,8240.9,2604.8,426.9,6179.4,17.9,125.8,236.8,45.9,1424.3,582.9,11739.2,0,46354.2
2023-09-04T23:15+02:00,0,2485.5,4667.2,8053,2327.8,426.9,5991.1,17.9,99.7,57.8,45.1,1419.3,571.2,11956.6,0,45684.2
2023-09-04T23:30+02:00,0,2498.7,4687.5,7959.7,1977.3,426.9,5708.4,17.9,118.1,76,45.1,1412.4,600.2,12128.6,0,45080.8
2023-09-04T23:45+02:00,0,2516.5,4680.8,7704.9,1827.1,426.9,5637.4,17.9,179.2,53.1,45.1,1384.9,610,12418.9,0,44426.1
2023-09-05T00:00+02:00,0,2535.9,4669.6,7566.3,1780.9,431.5,6034.8,17.9,257.3,292.3,45.8,1381.2,612.2,12514.4,0,43997.2
2023-09-05T00:15+02:00,0,2550.9,4672,7489.4,1775,431.5,5802.6,17.9,202.3,201.7,45.8,1393.2,600.3,12679.9,0,43517.9
2023-09-05T00:30+02:00,0,2567.6,4671.9,7419.7,1756.8,431.5,5674.6,17.9,165.6,162,45.8,1398.6,573.1,12573.5,0,42702.5
2023-09-05T00:45+02:00,0,2577.8,4631.5,7387.5,1729.1,431.5,5519.8,17.9,145.6,36.9,45.8,1383.5,570.1,12589.7,0,42148
2023-09-05T01:00+02:00,0,2583.4,4619.7,7263.5,1734,431.5,5227.9,17.9,229.8,233.2,45.8,1391.6,533.8,12565.9,0,42186
2023-09-05T01:15+02:00,0,2583.8,4618,7282.7,1734,431.5,5150.6,17.9,136.4,182.8,45.8,1406.7,523.4,12667,0,42144.1
2023-09-05T01:30+02:00,0,2581.5,4624.1,7226.8,1714.5,431.5,5111.6,17.9,89.5,19.6,45.8,1381.8,478.3,12737.9,0,41599.8
2023-09-05T01:45+02:00,0,2575.1,4594.1,7192.6,1699.5,431.5,5077.4,17.9,99.5,6.2,45.8,1395.8,426.3,12857.2,0,41434.9
2023-09-05T02:00+02:00,0,2567.2,4578.4,7234.8,1546.3,431.5,5075.6,17.9,138,88.4,45.8,1414.5,388.1,12844.5,0,40949.3
2023-09-05T02:15+02:00,0,2558.2,4566.1,7191,1520.1,432.2,4977.7,17.9,93.8,4.3,45.8,1413.2,351.5,12694.4,0,40790.3
2023-09-05T02:30+02:00,0,2552.8,4556.6,7151.3,1518.8,431.6,4973.8,17.9,233,13.3,45.8,1417.8,329.3,12642.7,0,40873
2023-09-05T02:45+02:00,0,2549.6,4510,7160.9,1517,431.5,5034.3,17.9,247.2,16.9,45.8,1428.1,292.9,12517,0,40904.6
2023-09-05T03:00+02:00,0,2544.3,4504.1,7236,1547.4,431.5,4896.3,17.9,235.6,5.1,45.8,1416.6,271.8,12246.6,0,40964.5
2023-09-05T03:15+02:00,0,2541.2,4490.4,7210.7,1561.1,431.5,4883.2,17.9,228,25.2,45.8,1418.4,275.9,12121.7,0,41081.7
2023-09-05T03:30+02:00,0,2537,4489.5,7191.4,1562.1,431.5,4874.3,17.9,160,62.6,45.8,1417.9,248.3,12075,0,41130.5
2023-09-05T03:45+02:00,0,2539.4,4459.4,7202.8,1561.8,431.5,4931,17.9,146.3,58,45.9,1411.7,199.1,12069.5,0,41227.2
2023-09-05T04:00+02:00,0,2540.4,4453.8,7328.2,1524.1,431.5,4940.3,17.9,135.9,74.7,45.9,1394.8,137.4,12082.3,0,41246.6
2023-09-05T04:15+02:00,0,2543,4456,7365.1,1511.3,431.5,4967,17.9,129.1,122.2,46,1394.9,98.1,11975.1,0,41460.8
2023-09-05T04:30+02:00,0,2541.2,4445.4,7441,1519.8,431.5,5041.2,17.9,199.2,143.1,45.9,1405.8,83.6,11848.5,0,41795.3
2023-09-05T04:45+02:00,0,2540.6,4388,7390.8,1643.7,431.5,5392.5,17.9,196.2,64.4,45.9,1405.1,71,11810.3,0,42127.6
2023-09-05T05:00+02:00,0,2536,4381.2,7814.2,1679.3,431.5,5893.8,17.9,89.6,18.5,45.9,1409.6,61.6,11839.2,0,43403.3
2023-09-05T05:15+02:00,0,2529.6,4382.1,8331.2,1793,431.5,6035.6,17.9,83.8,23.9,45.9,1409.4,63.5,11823.2,0,44053.6
2023-09-05T05:30+02:00,0,2526.4,4393.8,8780.2,1809.9,431.5,6411.3,17.9,52.3,67.2,45.9,1405.9,69.4,11735.8,0,45399.3
2023-09-05T05:45+02:00,0,2524.8,4390.5,8963.5,1834.3,431.5,6475.4,17.9,192,319.5,45.9,1408.1,67.5,11652.5,0,46903.4
2023-09-05T06:00+02:00,0,2525.3,4404.2,9345.7,1873.4,432.3,6541.8,17.9,170.6,290.9,45.9,1408,57.9,11720.7,1.7,49909.5
2023-09-05T06:15+02:00,0,2524.8,4411.3,9548.2,1954.9,431.6,6762.1,17.9,188.8,1184.1,45.9,1402.5,56.9,11576.8,8.7,51752.1
2023-09-05T06:30+02:00,0,2523.6,4421.3,9643.6,2129.6,431.5,6799.9,17.9,137.8,1771.3,45.9,1379.4,73.1,11475.1,65.8,52850.7
2023-09-05T06:45+02:00,0,2522.7,4437.2,9667.6,2190.7,431.5,6886.8,17.9,157.8,2027.9,45.9,1389.3,98.2,11633.7,276.3,53516.4
2023-09-05T07:00+02:00,0,2522,4431.9,9666.6,2296.3,431.5,6950.7,17.9,110.8,2263.6,45.2,1402.7,96.4,11364,1084.5,55008
2023-09-05T07:15+02:00,0,2520.2,4441.2,9652.3,2308.1,431.5,6965.8,17.9,197.5,2487.9,45.2,1397.4,99.9,11043,2273.3,56090.3
2023-09-05T07:30+02:00,0,2522.1,4451.6,9618.5,2332.5,431.5,6944.9,17.9,107.3,2420.8,45.2,1395.6,102.6,10749.8,3854.8,56847.3
2023-09-05T07:45+02:00,0,2503.1,4474.6,9714.6,2427.5,431.5,6871.9,17.9,83.2,1687.7,45.2,1401.7,106.1,10456.5,5818.5,57684.6
2023-09-05T08:00+02:00,0,2528.8,4487.9,9738.5,2353.9,431.5,6890.6,17.9,106.1,2458,45.2,1407.7,103.8,9856.8,8013.7,58493.9
2023-09-05T08:15+02:00,0,2554.6,4493.1,9783.1,2355.3,431.5,6853.8,17.9,86.2,1393,45.2,1406.7,87.5,9139.6,10361.5,59408.6
2023-09-05T08:30+02:00,0,2562,4499.6,9790.7,2275.6,431.5,6682.8,17.9,56.4,896.1,45.2,1400.8,79.7,8164.5,12807,60292.7
2023-09-05T08:45+02:00,0,2573.4,4544.2,9709.5,2245.8,431.5,6521.9,17.9,46.6,211.1,45.2,1397.4,75.3,7165,15313,60814.3
2023-09-05T09:00+02:00,0,2576,4521.5,9651.3,2249.9,431.5,6623.4,17.9,181.7,747.7,45.2,1395.8,80.8,6227.6,17820.1,60686.5
2023-09-05T09:15+02:00,0,2585.8,4520.5,9557.5,2197.9,431.5,6592.4,17.9,93.1,405.9,45.2,1378.3,85.3,5524.1,20242.5,61061.1
2023-09-05T09:30+02:00,0,2601.4,4522.5,9182.9,2164.8,431.5,6354.2,17.9,87.5,329.6,45.2,1382.4,92.4,4931.5,22539.4,61573.6
2023-09-05T09:45+02:00,0,2609.4,4541.2,8358.6,2114,431.5,5882.7,17.9,56.7,412.9,49.1,1380.8,91.8,4523.7,24603.3,61833.4
2023-09-05T10:00+02:00,0,2594.3,4540.8,7688.4,1955.6,431.5,5162.4,17.9,184.4,556.3,49.1,1369.6,92.4,4185.9,26443.6,61465.5
2023-09-05T10:15+02:00,0,2521.3,4537.8,7277.1,1846.9,431.5,4708.2,17.9,86.1,155.6,49.1,1368.5,110.7,4044.9,28395,61467.6
2023-09-05T10:30+02:00,0,2448.7,4548.9,7068.1,1829,431.5,4355.6,17.9,46.1,28.6,49.1,1368.2,115.2,3955.1,30139.8,61632.4
2023-09-05T10:45+02:00,0,2427.6,4590.9,6774.5,1772.1,431.5,4001.4,17.9,79.2,24.7,50.8,1348.5,153.4,3830.6,31634.1,61874.3
2023-09-05T11:00+02:00,0,2407.1,4604.1,6857.8,1812.5,431.5,4224.7,17.9,101.1,338.8,50.8,1363.4,167.3,3721.2,33043.1,61920.4
2023-09-05T11:15+02:00,0,2400.1,4617.2,6806.4,1819.9,431.5,4180.2,17.9,85.3,93.8,50.9,1358.5,141.2,3647,34317.1,62218.4
2023-09-05T11:30+02:00,0,2402.2,4627.5,6789.9,1831.1,430.9,4023.7,17.9,37.5,14.5,50.9,1337.2,112.7,3588,35443.2,62935.7
2023-09-05T11:45+02:00,0,2404.1,4629.9,6525.6,1855.8,431.5,3976.5,17.9,80.7,75.7,50.9,1360,97.6,3535.1,36373.2,63115.3
2023-09-05T12:00+02:00,0,2412.6,4650.7,6328.8,2003.1,431.5,3925.6,17.9,170.7,286.8,50.9,1360.6,97.1,3416.9,37132.5,62666.1
2023-09-05T12:15+02:00,0,2423.1,4654.9,6346.3,2030.1,431.5,3985.1,17.9,87.1,85.9,50.8,1366.3,108.2,3310.2,37709.1,62592
2023-09-05T12:30+02:00,0,2427.7,4661.8,6246.4,2032.8,431.5,3974.5,17.9,67.1,71.6,50.8,1374.1,120.6,3222.8,38165.7,62433.6
2023-09-05T12:45+02:00,0,2439.8,4625.1,6281.3,1948,431.5,3959.3,17.9,67.9,50.2,50.8,1377,135.5,3137.4,38513.9,62136.3
2023-09-05T13:00+02:00,0,2448.5,4610.3,6258,1831.3,431.5,3702.6,17.9,79.8,54.9,50.7,1364.4,122.5,3005,38622.3,61575
2023-09-05T13:15+02:00,0,2469.2,4616,6222.8,1798.5,431.5,3581.6,17.9,59.8,47.2,50.7,1359.7,144.2,2890.3,38590.7,61264.1
2023-09-05T13:30+02:00,0,2441.1,4609,6267,1784.7,431.5,3535.7,17.9,57.1,55.6,50.7,1338.6,178,2833.2,38429.7,60867.1
2023-09-05T13:45+02:00,0,2431.3,4576.4,6299.6,1761,431.4,3577.8,17.9,41.5,25.5,50.7,1347.7,202.1,2788.2,38123.9,60296
2023-09-05T14:00+02:00,0,2420.7,4568,6444.9,1770,430.9,3528.5,17.9,61.1,49.8,50.7,1343.8,254.5,2743.4,37668.7,60040.1
2023-09-05T14:15+02:00,0,2468.1,4555.7,6607.7,1794.6,431.5,3749.2,17.9,67,81.1,50.7,1326.6,274,2686.2,37044.9,59826.9
2023-09-05T14:30+02:00,0,2505.1,4548.4,6766.6,1832.9,431.5,3869.6,17.9,98.2,84.2,50.7,1316,266.8,2598.9,36302.1,59905.9
2023-09-05T14:45+02:00,0,2491.4,4511.7,6878.5,1851.8,430.8,3836.8,17.9,140.1,102.6,50.8,1298.7,283.4,2569.5,35342.5,59540.9
2023-09-05T15:00+02:00,0,2482.5,4491.8,6902.4,1831.9,431.5,4026.1,17.9,164.6,22.3,50.8,1287,322.3,2558.2,34119.5,59146.5
2023-09-05T15:15+02:00,0,2489.6,4486.1,7109.2,1851.8,431.5,4040.9,17.9,206.1,54.7,50.7,1302.6,359,2495.2,32921.8,58796.3
2023-09-05T15:30+02:00,0,2469.5,4483.5,7321.8,1856.4,431.5,4069.1,17.9,193.6,17.7,50.7,1322.2,390.5,2472.8,31473,58141.8
2023-09-05T15:45+02:00,0,2466.3,4443.9,7373.7,1860.1,431.5,4058.4,17.9,229.4,107.3,50.7,1357.1,402.9,2467,29787,57471.1
2023-09-05T16:00+02:00,0,2472.6,4445.9,7466.8,1955.6,431.5,4324.2,17.9,140,28.2,50.7,1358.1,439.2,2471.3,28109.9,57459.7
2023-09-05T16:15+02:00,0,2495.3,4440.7,7514,2088.2,431.5,4385.8,17.9,159.6,40.1,50.7,1351.1,504.6,2431.8,26297.1,56944.2
2023-09-05T16:30+02:00,0,2560.2,4451,7992.1,2128.6,431.5,4468.4,17.9,156.6,94.9,50.7,1348.1,481.9,2393.1,24250.8,56784.6
2023-09-05T16:45+02:00,0,2532.3,4424.4,8793.2,2278.3,431.5,4692.8,17.9,177.5,622.5,50.7,1348.9,433.4,2374,22142.7,56725.3
2023-09-05T17:00+02:00,0,2486.7,4436.3,9582.7,2397.7,431.5,5729,17.9,114.4,147.1,50.7,1349,405.3,2327.7,19881.8,56859.7
2023-09-05T17:15+02:00,0,2498.9,4422.6,10187.3,2523.5,431.5,6087.2,17.9,137.5,337.5,50.7,1355.4,410.3,2310.3,17513.5,56902.2
2023-09-05T17:30+02:00,0,2497.5,4423.7,10531.4,2837.5,431.5,6932.9,17.9,147.8,563.2,50.7,1369.7,433.2,2310,15057.6,56646.1
